22,Floor,595,260,86,196,250,250,250
2207,AuxiliaryRoom,50,100,86,196,220,160,211
2208,AuxiliaryRoom,50,50,136,196,157,164,159
2209,AuxiliaryRoom,50,50,136,246,157,164,159
2210,ExaminationRoom,50,100,186,196,119,197,136
2211,AuxiliaryRoom,50,50,236,196,157,164,159
2212,AuxiliaryRoom,50,50,236,246,157,164,159
2213,AuxiliaryRoom,50,50,286,196,157,164,159
2214,PatientRoom,50,100,336,196,220,160,211
2215,OperatingRoom,100,100,481,196,32,142,56
2216,PatientRoom,50,100,581,196,220,160,211
2217,PatientRoom,50,100,631,196,220,160,211
2206,AuxiliaryRoom,50,50,86,406,157,164,159
2205,ExaminationRoom,50,100,136,356,119,197,136
2204,ExaminationRoom,50,100,186,356,119,197,136
2203,ExaminationRoom,50,100,236,356,119,197,136
2202,AuxiliaryRoom,50,50,286,406,157,164,159
2201,PatientRoom,50,100,335,356,220,160,211
2222,Elevator,50,50,381,406,72,72,72
2221,Elevator,50,50,431,406,72,72,72
2220,OperatingRoom,100,100,481,356,32,142,56
2219,PatientRoom,50,100,581,356,220,160,211
2218,PatientRoom,50,100,631,356,220,160,211
