100002,Floor,595,260,86,196,250,250,250
107,AuxiliaryRoom,50,50,86,196,157,164,159
106,AuxiliaryRoom,50,50,86,246,157,164,159
105,AuxiliaryRoom,50,50,184,196,157,164,159
104,AuxiliaryRoom,50,50,184,246,157,164,159
103,AuxiliaryRoom,50,50,234,196,157,164,159
102,AuxiliaryRoom,50,50,234,246,157,164,159
101,StorageRoom,50,50,331,196,157,164,159
100,StorageRoom,50,50,331,246,157,164,159
99,PatientRoom,50,100,481,196,220,160,211
98,PatientRoom,50,100,531,196,220,160,211
97,OperatingRoom,100,100,581,196,32,142,56
108,AuxiliaryRoom,50,50,86,406,157,164,159
109,ExaminationRoom,50,100,136,356,119,197,136
111,ExaminationRoom,50,100,186,356,119,197,136
125,ExaminationRoom,50,100,236,356,119,197,136
112,ExaminationRoom,50,100,286,356,119,197,136
113,AuxiliaryRoom,50,50,336,406,157,164,159
46,Elevator,50,50,381,406,72,72,72
28,Elevator,50,50,431,406,72,72,72
62,PatientRoom,50,100,481,356,220,160,211
63,PatientRoom,50,100,531,356,220,160,211
64,OperatingRoom,100,100,581,356,32,142,56
